subject,topic,question,option_a,option_b,option_c,option_d,correct_letter,explanation,difficulty,source,tags
Web Technologies & Internet / PHP,basic html,__________ is the XML equivalent to strict HTML 4.01.,XHTML 1.0 Strict,XHTML 1.0 Frameset,XHTML 1.0 Transitional,None of the mentioned,A,"XHTML 1.0 Strict is the XML equivalent to strict HTML 4.01, and includes elements and attributes that have not been marked deprecated in the HTML 4.01 specification.",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=9,
Web Technologies & Internet / PHP,basic html,Which of the following statement is true ?,Attribute names must be in uppercase,Attribute values must be quoted,Attribute minimization is mandatory,None of the mentioned,B,Syntax for attributes in HTML.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=9,
Web Technologies & Internet / PHP,basic html,"The root element of an XHTML document must be html, and must contain an __________ attribute to associate it with the XHTML namespace.",source,src,xmlns,link,C,The xmlns attribute specifies the xml namespace for a document.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=9,
Web Technologies & Internet / PHP,basic html,Which of the following encoding an XML parser assumes ?,UTF-8,UTF-16,UTF-32,both a and b,D,"If an XML document lacks encoding specification, an XML parser assumes that the encoding is UTF-8 or UTF-16.",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=9,
Web Technologies & Internet / PHP,basic html,__________ is an extended version of the XHTML markup language for supporting RDF through a collection of attributes and processing rules in the form of well-formed XML documents.,XHTML+RDF,XHTML+XHTML5,XHTML1.0+XHTML2.0,none of the mentioned,A,XHTML+RDFa (Extensible Hypertext Markup Language + Resource Description Framework in attributes) is an extended version of the XHTML markup language for supporting RDF through a collection of attributes and processing rules in the form of well-formed XML documents.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=9,
Web Technologies & Internet / PHP,basic html,Which attribute specifies a unique alphanumeric identifier to be associated with an element?,class,id,article,html,B,"The id attribute is most used to point to a style in a style sheet, and by JavaScript (via the HTML DOM) to manipulate the element with the specific id.",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=10,
Web Technologies & Internet / PHP,basic html,"The _____________ attribute specifies an inline style associated with an element, which determines the rendering of the affected element.",dir_class,dir,class,none of the mentioned,B,"The style attribute will override any style set globally, e.g. styles specified in the style tag or in an external style sheet.",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=10,
Web Technologies & Internet / PHP,basic html,Which attribute is used to provide an advisory text about an element or its contents.,tooltip,dir,title,none of the mentioned,C,The information is most often shown as a tooltip text when the mouse moves over the element.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=10,
Web Technologies & Internet / PHP,basic html,The __________ attribute sets the text direction as related to the lang attribute.,lang,sub,dir,ds,C,The dir attribute specifies the text direction of the element’s content.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=10,
Web Technologies & Internet / PHP,basic html,Which of the following is the attribute that specifies the column name from the data source object that supplies the bound data?,dataFormatAs,datafld,disabled,datasrc,B,datafld attribute specifies the column name from the data source object that supplies the bound data. This attribute is specific to Microsoft’s data binding.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=10,
Web Technologies & Internet / PHP,basic html,Which of the following is the attribute that indicates the name of the data source object that supplies the data that is bound to this element?,dataFormatAs,datafld,disabled,datasrc,D,"When the dataSrc property is applied to a tabular data consumer, the entire data set is repeated by the consuming elements.",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=10,
Web Technologies & Internet / PHP,basic html,"Which of the following is the attribute that specifies additional horizontal space, in pixels, to be reserved on either side of an embedded item like an iframe, applet, image, and so on?",height,hspace,hidefocus,datasrc,B,The hspace attribute specifies the whitespace on left and right side of an object.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=10,
Web Technologies & Internet / PHP,basic html,Which of the following is the attribute that is used to set a global identifier for a microdata item?,key,id,itemclass,itemid,D,"It allows a vocabulary to define a global identifier for a microdata item, for example an ISBN number on a book. Use itemid on the same element as the item’s itemscope and itemtype attributes.",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=10,
Web Technologies & Internet / PHP,basic html,Which of the following is the attribute that is used to add a name/value pair to a microdata item?,itemscope,itemref,itemprop,itemid,C,"To add a property to an item, the itemprop attribute is used on one of the item’s descendants. Markup without the microdata-related attributes does not have any effect on the microdata model. 

 
 
 
 



 
 
 
 
 
 
 
 
 
 
 
 
 
1
2
3
4
5
6
7
8
9
10
 
 
 
 
 
 
 
 
 Read More Section(Basic HTML)
 Each Section contains maximum 100 MCQs question on Basic HTML. To get more questions visit other sections.
 
 Basic HTML - Section 2
 Basic HTML - Section 3
 
 


 
 
 
 

 
 

 -->
 
 
 


 

-->
 
 
 Copyright © 2026 Examveda.com
 
 
 
 
 
 
 
 
 
 About Us |
 Terms & Condition |
 Privacy Policy |
 Contact Us",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-basic-html/?page=10,
Web Technologies & Internet / PHP,html5,Which of the following HTML 4 attributes is removed in HTML5?,text,rules,link,all of the mentioned,D,All the mentioned attributes are deprecated in HTML5.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/,
Web Technologies & Internet / PHP,html5,Which of the following element is removed by HTML5?,vlink,dir,marginwidth,compact,B,"dir is rarely used, and provides similar functionality to unordered lists.",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/,
Web Technologies & Internet / PHP,html5,Which of the following is not a newly added element in HTML5?,article,audio,nav,frameset,D,frameset is usability concerns.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/,
Web Technologies & Internet / PHP,html5,__________ defines the accelerator key to be used for keyboard access to an element.,data-X,accesskey,rp,command,B,The accesskey attribute specifies a shortcut key to activate/focus an element.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/,
Web Technologies & Internet / PHP,html5,Which of the following element represents the header of a section or the document and contains a label or other heading information for the related content?,data-X,header,mark,meter,B,The header element represents a container for introductory content or a set of navigational links.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/,
Web Technologies & Internet / PHP,html5,Which of the following element sets is an item of microdata?,itemscope,itemref,itemtype,none of the mentioned,A,"The itemscope attribute is a boolean attribute. An element with the itemscope attribute specified creates a new item, a group of name-value pairs.",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/,
Web Technologies & Internet / PHP,html5,___________ defines a group of content that should be used as a figure and may be labeled by a legend element.,figure,details,output,aside,A,"The figure tag specifies self-contained content, like illustrations, diagrams, photos, code listings, etc.",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/,
Web Technologies & Internet / PHP,html5,"Which element is used to define a discrete unit of content such as a blogpost, comment, and so on?",section,class,article,none of the mentioned,B,"The article tag contains a standalone piece of content that would make sense if syndicated as an RSS item, for example a news item.",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/,
Web Technologies & Internet / PHP,html5,"HTML5 documents may contains a ___________ element, which is used to set the header section of a document.",header,footer,section,none of the mentioned,A,The header tag is used to contain the header content of a site.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/,
