subject,topic,question,option_a,option_b,option_c,option_d,correct_letter,explanation,difficulty,source,tags
Python Programming,strings in python,"What will be the output of the following Python code snippet? 
print('abcd'.translate('a'.maketrans('abc', 'bcd')))",bcde,abcd,error,bcdd,D,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=5,
Python Programming,strings in python,"What will be the output of the following Python code snippet? 
print('abcdefcdghcd'.split('cd'))","['ab', 'ef', 'gh']","['ab', 'ef', 'gh', ""]","('ab', 'ef', 'gh')","('ab', 'ef', 'gh', "")",B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=5,
Python Programming,strings in python,"What will be the output of the following Python code? 
print(""ab\tcd\tef"".expandtabs('+'))",ab+cd+ef,ab++++++++cd++++++++ef,ab cd ef,none of the mentioned,D,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=5,
Python Programming,strings in python,"What will be the output of the following Python code snippet? 
print('+99'.zfill(5))",00+99,00099,+0099,+++99,C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=5,
Python Programming,strings in python,"What will be the output of the following Python code? 
print(""abcdef"".center(0))",cd,abcdef,error,none of the mentioned,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=5,
Python Programming,strings in python,"What will be the output of the following Python code? 
print('a'.maketrans('ABC', '123'))","{97: 49, 98: 50, 99: 51}","{65: 49, 66: 50, 67: 51}",{97: 49},1,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=6,
Python Programming,strings in python,"What will be the output of the following Python code snippet? 
print('abcdefcdghcd'.split('cd', 0))",['abcdefcdghcd'],abcdefcdghcd',error,none of the mentioned,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=6,
Python Programming,strings in python,"What will be the output of the following Python code? 
print(""Hello {} and {}"".format('foo', 'bin'))",Hello foo and bin,Hello {} and {},Error,Hello and,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=6,
Python Programming,strings in python,"What will be the output of the following Python statement? 
>>>""abcd""[2:]",a,ab,cd,dc,C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=6,
Python Programming,strings in python,"What will be the output of the following Python code? 
print(""Hello {name1} and {name2}"".format('foo', 'bin'))",Hello foo and bin,Hello {name1} and {name2},Error,Hello and,C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=6,
Python Programming,strings in python,"What will be the output of the following Python code snippet? 
print('0xa'.isdigit())",True,False,None,Error,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=6,
Python Programming,strings in python,The output of executing string.ascii_letters can also be achieved by:,string.ascii_lowercase_string.digits,string.ascii_lowercase+string.ascii_uppercase,string.letters,string.lowercase_string.uppercase,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=6,
Python Programming,strings in python,"What will be the output of the following Python code snippet? 
print('{:,}'.format(1112223334))","1,112,223,334","111,222,333,4",1112223334,Error,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=6,
Python Programming,strings in python,"What will be the output of the following Python code? 
print('{0:.2%}'.format(1/3))",0.33,0.33%,33.33%,33%,C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=6,
Python Programming,strings in python,"What will be the output of the following Python code? 
print(""abcdef"".center(7, '1'))",1abcdef,abcdef1,abcdef,error,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=6,
Python Programming,strings in python,"What will be the output of the following Python code? 
print('{0:.2}'.format(1/3))",0.333333,0.33,0.333333:.2,Error,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=7,
Python Programming,strings in python,"What will be the output of the following Python code? 
print('xyxxyyzxxy'.lstrip('xyy'))",zxxy,xyxxyyzxxy,xyxzxxy,none of the mentioned,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=7,
Python Programming,strings in python,"The format function, when applied on a string returns . . . . . . . .",Error,int,bool,str,D,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=7,
Python Programming,strings in python,"What will be the output of the following Python code? 
print('ab,12'.isalnum())",True,False,None,Error,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=7,
Python Programming,strings in python,"What will be the output of the following Python code? 
print(""xyyzxyzxzxyy"".count('yy', 2))",2,0,1,none of the mentioned,C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=7,
Python Programming,strings in python,"What will be the output of the following Python code? 
print(""abcdef"".find(""cd"") == ""cd"" in ""abcdef"")",True,False,Error,None of the mentioned,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=7,
Python Programming,strings in python,"What will be the output of the following Python code? 
print(""Hello {0} and {1}"".format(('foo', 'bin')))",Hello foo and bin,"Hello ('foo', 'bin') and ('foo', 'bin')",Error,None of the mentioned,C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=7,
Python Programming,strings in python,"What will be the output of the following Python code? 
print(""abcdef"".center())",cd,abcdef,error,none of the mentioned,C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=7,
Python Programming,strings in python,"What will be the output of the following Python code? 
>>>example = ""snow world""
>>>example[3] = 's'
>>>print example",snow,snow world,Error,snos world,C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=7,
Python Programming,strings in python,"What will be the output of the following Python code snippet? 
print('\t'.isspace())",True,False,None,Error,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=8,
Python Programming,strings in python,"What will be the output of the following Python code snippet? 
print('xyyxyyxyxyxxy'.replace('xy', '12', 0))",xyyxyyxyxyxxy,12y12y1212x12,12yxyyxyxyxxy,xyyxyyxyxyx12,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=8,
Python Programming,strings in python,To concatenate two strings to a third what statements are applicable?,s3 = s1 . s2,s3 = s1.add(s2),s3 = s1.__add__(s2),s3 = s1 * s2,C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=8,
Python Programming,strings in python,"If a class defines the __str__(self) method, for an object obj for the class, you can use which command to invoke the __str__ method.",obj.__str__(),str(obj),print obj,all of the mentioned,D,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=8,
Python Programming,strings in python,"What will be the output of the following Python code snippet? 
print('{:#}'.format(1112223334))","1,112,223,334","111,222,333,4",1112223334,Error,C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=8,
Python Programming,strings in python,Which of the following statement prints hello\example\test.txt?,print(“hello\example\test.txt”),print(“hello\\example\\test.txt”),print(“hello\”example\”test.txt”),print(“hello”\example”\test.txt”),B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=8,
Python Programming,strings in python,"What will be the output of the following Python code snippet? 
print('abc'.islower())",True,False,None,Error,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=8,
Python Programming,strings in python,"What will be the output of the following Python code? 
print(""abcdef"".center(10, '12'))",12abcdef12,abcdef1212,1212abcdef,error,D,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=8,
Python Programming,strings in python,"What will be the output of the following Python code? 
print(""Hello {0} and {1}"".format('foo', 'bin'))",Hello foo and bin,Hello {0} and {1} foo bin,Error,Hello 0 and 1,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=8,
Python Programming,strings in python,"What will be the output of the following Python code? 
>>> str1 = 'hello'
>>> str2 = ','
>>> str3 = 'world'
>>> str1[-1:]",olleh,hello,h,o,D,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=9,
Python Programming,strings in python,"What will be the output of the following Python code? 
print(""xyyzxyzxzxyy"".count('xyy', 0, 100))",2,0,1,error,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=9,
Python Programming,strings in python,"hat will be the output of the following Python code snippet? 
print('my_string'.isidentifier())",True,False,None,Error,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=9,
Python Programming,strings in python,"What will be the output of the following Python code? 
>>>example = ""snow world""
>>>print(""%s"" % example[4:7])",wo,world,sn,rl,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=9,
Python Programming,strings in python,"What will be the output of the following Python code? 
print(""Hello {1} and {0}"".format('bin', 'foo'))",Hello foo and bin,Hello bin and foo,Error,None of the mentioned,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=9,
